strain1,strain2,strain3,GCF_000164965.1_ASM16496v1_genomic,GCF_000299595.1_ASM29959v1_genomic,GCF_001020245.1_Bbif04v4_genomic,GCF_001020255.1_Bbif02v4_genomic,GCF_001020335.1_Bbif08v4_genomic,GCF_001020355.1_Bbif01v4_genomic,GCF_001595435.1_ASM159543v1_genomic,GCF_003390735.1_ASM339073v1_genomic,GCF_003436575.1_ASM343657v1_genomic,GCF_003437945.1_ASM343794v1_genomic,GCF_003470585.1_ASM347058v1_genomic,GCF_003573895.1_ASM357389v1_genomic,GCF_005844365.1_ASM584436v1_genomic,GCF_009075765.1_ASM907576v1_genomic,GCF_009159095.1_ASM915909v1_genomic,GCF_900112465.1_IMG.taxon_2654588208_annotated_assembly_genomic,GCF_900445665.1_55147_E01_genomic,GCF_901212485.1_NZ_Bifidobacterium_bifidum_MC1_genomic
g005862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005866,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005869,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005870,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005872,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005874,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005876,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005879,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005880,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005881,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005882,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005890,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005892,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005896,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005898,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005901,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005904,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005907,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005909,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005910,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005911,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005913,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005914,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005915,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005917,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005919,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005921,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005922,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005923,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005926,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005928,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005931,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005932,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005935,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005936,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005940,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005941,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005942,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005943,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005944,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005945,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005946,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005948,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005949,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005951,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005952,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005958,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0
g005959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005965,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005966,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005974,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005975,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005976,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005978,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005979,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005980,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005981,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g005999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006007,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006012,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006017,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
g006018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006029,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006030,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006040,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006045,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006047,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006053,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006054,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006056,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006064,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006065,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006077,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006082,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006083,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006084,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006085,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006086,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006088,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006091,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006092,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006103,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006104,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006105,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006108,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006125,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006126,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006131,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006134,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006137,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006138,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006139,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006140,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006141,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006142,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006143,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006144,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006145,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006146,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006147,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006148,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006149,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006150,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006152,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006153,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006154,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006155,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006156,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006157,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006158,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006159,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006160,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006161,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006162,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g006165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
